Parameters: 
   graphfile = /var/tmp/dgleich/data/uk-2007-05-trans
      output = none
         alg = gs
       alpha = 0.99
         tol = 1e-07
       maxit = 10000

nodes = 105896555
edges = -556233648
gs(0.9900,0,0) with tol=1.000000e-07 and maxit= 10000 iterations
   gs : iter =      1 ; delta = 2.000000e+00 ; diff = 1.690013e+00 ; dt =    77.3 sec ; nmult =      1
   gs : iter =    459 ; delta = 2.000000e+00 ; diff = 1.781829e-07 ; dt = 34640.9 sec ; nmult =    459
   gs : iter =    460 ; delta = 2.000000e+00 ; diff = 1.745748e-07 ; dt = 34716.2 sec ; nmult =    460
   gs : iter =    461 ; delta = 2.000000e+00 ; diff = 1.709172e-07 ; dt = 34791.5 sec ; nmult =    461
   gs : iter =    462 ; delta = 2.000000e+00 ; diff = 1.674401e-07 ; dt = 34866.9 sec ; nmult =    462
   gs : iter =    463 ; delta = 2.000000e+00 ; diff = 1.639549e-07 ; dt = 34942.2 sec ; nmult =    463
   gs : iter =    464 ; delta = 2.000000e+00 ; diff = 1.606061e-07 ; dt = 35017.5 sec ; nmult =    464
   gs : iter =    465 ; delta = 2.000000e+00 ; diff = 1.572501e-07 ; dt = 35092.9 sec ; nmult =    465
   gs : iter =    466 ; delta = 2.000000e+00 ; diff = 1.540354e-07 ; dt = 35168.3 sec ; nmult =    466
   gs : iter =    467 ; delta = 2.000000e+00 ; diff = 1.508310e-07 ; dt = 35243.7 sec ; nmult =    467
   gs : iter =    468 ; delta = 2.000000e+00 ; diff = 1.477782e-07 ; dt = 35319.1 sec ; nmult =    468
   gs : iter =    469 ; delta = 2.000000e+00 ; diff = 1.446925e-07 ; dt = 35394.4 sec ; nmult =    469
   gs : iter =    470 ; delta = 2.000000e+00 ; diff = 1.417635e-07 ; dt = 35469.7 sec ; nmult =    470
   gs : iter =    471 ; delta = 2.000000e+00 ; diff = 1.387680e-07 ; dt = 35545.0 sec ; nmult =    471
   gs : iter =    472 ; delta = 2.000000e+00 ; diff = 1.359949e-07 ; dt = 35620.3 sec ; nmult =    472
   gs : iter =    473 ; delta = 2.000000e+00 ; diff = 1.331407e-07 ; dt = 35696.2 sec ; nmult =    473
   gs : iter =    474 ; delta = 2.000000e+00 ; diff = 1.304868e-07 ; dt = 35772.8 sec ; nmult =    474
   gs : iter =    475 ; delta = 2.000000e+00 ; diff = 1.277260e-07 ; dt = 35849.4 sec ; nmult =    475
   gs : iter =    476 ; delta = 2.000000e+00 ; diff = 1.251675e-07 ; dt = 35924.7 sec ; nmult =    476
   gs : iter =    477 ; delta = 2.000000e+00 ; diff = 1.225345e-07 ; dt = 36000.0 sec ; nmult =    477
   gs : iter =    478 ; delta = 2.000000e+00 ; diff = 1.200839e-07 ; dt = 36075.3 sec ; nmult =    478
   gs : iter =    479 ; delta = 2.000000e+00 ; diff = 1.175898e-07 ; dt = 36150.7 sec ; nmult =    479
   gs : iter =    480 ; delta = 2.000000e+00 ; diff = 1.152147e-07 ; dt = 36226.0 sec ; nmult =    480
   gs : iter =    481 ; delta = 2.000000e+00 ; diff = 1.128233e-07 ; dt = 36301.3 sec ; nmult =    481
   gs : iter =    482 ; delta = 2.000000e+00 ; diff = 1.105316e-07 ; dt = 36376.6 sec ; nmult =    482
   gs : iter =    483 ; delta = 2.000000e+00 ; diff = 1.082436e-07 ; dt = 36451.8 sec ; nmult =    483
   gs : iter =    484 ; delta = 2.000000e+00 ; diff = 1.060679e-07 ; dt = 36527.2 sec ; nmult =    484
   gs : iter =    485 ; delta = 2.000000e+00 ; diff = 1.038829e-07 ; dt = 36602.5 sec ; nmult =    485
   gs : iter =    486 ; delta = 2.000000e+00 ; diff = 1.017862e-07 ; dt = 36677.8 sec ; nmult =    486
   gs : iter =    487 ; delta = 7.158220e-08 ; diff = 9.965018e-08 ; dt = 36753.1 sec ; nmult =    488
gs : solved pagerank(a=0.9900) in   487 sweeps and   488 mults to 1.000000e-07 tol
output norm: 1.0000000000000000e+00
